,Topic_Num,Topic_Perc_Contrib,Keywords,Text
0,0.0,0.3699,"ребёнок, мама, муж, сын, год, жизнь, детеи, семья, бабушка, родитель","Однажды дождливым летним вечером, мы сидели с мамой на кухне, пили чай с брусничным вареньем, и вели разговор о нашем житейском. Хоть мы и живём в одном городе но видимся раза два в неделю. У меня своя семья, двое детишек и посменная работа, поэтому часто заезжать к маме у меня не получается. Вот в тот вечер мне и рассказала мама свою удивительную историю. Началась эта история когда маме было пять лет. Бабушка подарила маме куклу. Обычную тряпичную куклу. Хоть она и была по цене небольшой, но очень дорогой для мамы. Мама из рук её не выпускала. Даже когда она пошла в школу, всегда ложила ее в портфель. Когда никого не было рядом мама разговаривала и советовалась с куклой. Мамина кукла была для неё лучшей подругой. Так они и дружили много лет, пока... Пока куклу не украли. Однажды в восьмом классе она вернулась со школьного обеда и обнаружила что куклы в портфеле нет. Как же она плакала...Каждого одноклассника допросила, не брали ли они куклу, но никто не признавался. Так мама и не нашла свою куклу. Поплакала, поплакала да и смирилась через несколько месяцев. Совсем недавно, возвращаясь из магазина с покупками, возле автостанции мама обратила внимание что за ней пристально наблюдает старушка. Проходя мимо ее старушка окликнула маму по имени. - Мы знакомы?- спросила мама. - Не узнаешь? - Нет. - Я Вера Канарейкина, мы учились вместе в одном классе. Мама долго разглядывала лицо старушки пока не начала улавливать знакомые черты одноклассницы. - А ты сильно изменилась,- сказала мама. - Знаю. Постарела. И все из за неё. Старушка вытащила из сумки мамину куклу. Конечно это была уже не совсем мамина кукла, ведь столько лет прошло. Но это была она. - Наконец-то я тебе её верну. - Так это ты украла? - Я. Прости. Дети же совсем были. Я и не думала что твоя кукла столько бед мне принесёт. Мама взяла куклу из рук одноклассницы и почувствовала какое-то облегчение на сердце. - Вернулась моя подружка,- сказала мама,- А зачем ты украла. Ты же видела как я мучалась потом. - Навредить хотела, вот и украла. А потом избавиться от неё никак не могла. Кукла все время возвращалась и несла мне беду за бедой. Сначала хотела вернуть, незаметно обратно положить тебе в портфель, но так случай и не подвернулся. - А потом вы уехали в другой город,- продолжала одноклассница,- Я несколько раз пыталась тебя найти чтобы ее вернуть, но всё было бесполезно, ты будто растворилась . Я пыталась избавится от куклы, но она снова и снова возвращалась. Даже когда я бросала ее на улице мне ее приносили прохожие. Говорили что я забыла. Если я находилась где-то без куклы то она приходила ко мне во сне, брала меня за руку и вела к тебе. Представляешь во что превратилась моя жизнь? Однажды я даже закопала куклу за городом, но вынуждена была вернуться и откопать ее обратно. Кукла не давала мне покоя. Из за куклы распались два моих брака. Даже не хочу об этом вспоминать. Наконец-то я тебя нашла. Извини, поеду я.- закончила свой диалог одноклассница. Мы с мамой допили чай на кухне. - Пойдем,- сказала мама. Мы подошли к старому комоду. Мама достала из него невзрачную, старую куклу. - Вот она. Вернулась подружка,- прижав к груди прошептала мама. Я посмотрела в счастливые мамины глаза, которые наполнялись слезами радости."
1,1.0,0.5609,"город, улица, дом, парк, фото, музей, здание, площадь, место, центр","«Бывали ли вы в Архангельском? - Ежели нет, поезжайте...» А.И.Герцен Воспользовавшись мудрым советом Александра Ивановича Герцена, мы отправились на прогулку в Архангельское. Самым древним сооружением Архангельского является каменный храм Архангела Михаила, выстроенный в 1660-е гг. и давший название имению. Его строительство приписывают крепостному каменных дел мастеру Павлу Сидоровичу Потехину. С него мы и начали нашу прогулку. Дорога к церкви Архангела Михаила начинается Святыми воротами, возведенными в 1824 году Е.Д.Тюриным. В проекте архитектора между колоннами, украшающими пилоны этой монументальной арки, стояли статуи святых, а над аттиком возвышался Крест и фигуры ангелов. Сама церковь невысокая, без подклета, с крытой лемехом главкой-луковицей и двумя приделами - Николая Чудотворца и Иоанна Предтечи. Колокольня, сначала деревянная, а затем из камня, была возведена к западу от храма. На ней разместили не только колокола, но и часы (до наших дней сохранился только фундамент сооружения). За храмом находится могила княжны Татьяны Николаевны Юсуповой. Вместе с ней временно в той же могиле был захоронен и Николай Феликсович Юсупов, брат Феликса Феликсовича. Предполагалось позднее его перезахоронить в Колоннаде, но этому не суждено было исполниться. В 1826 году создание храмового комплекса было завершено строительством Глинобитной ограды с аркой посередине и деревянными башенками по сторонам. В XVIII веке на склоне у Москвы-реки была выстроена Кладовая над оврагом. Она служила хозяйственным складом, а своими фундаментами сдерживала разрастание проходящего под ней оврага. В 1815-1816 гг. архитектором О.И. Бове она была перестроена. В нижней части строения можно найти следы псевдоготики. Конторский флигель был выстроен в 1822-23 гг. архитектором Е.Д. Тюриным на месте двухэтажного флигеля конца XVIII века. Он являлся центром хозяйственной жизни Архангельского. Здесь располагалось ведомство управляющего имением: контора получала распоряжения из московской канцелярии и давала указания по всем работам в имении; писари оформляли приходо-расходные книги, документы по строительству и уходу за парком, работе фабрики по пряже козьего пуха и мастерских по росписи фарфора и огранке хрустальной посуды... На сегодняшний день убранство интерьеров утрачено, а в помещениях флигеля находятся экспозиции и выставки из фондов музея-усадьбы. Например, мы посетили проходившую в то время выставку ""Фарфор Юсупова. Фаянс Ламбера"", на которой полюбовались великолепными сервизами, расписанными Августом Филиппом Ламбером, из собрания Н.Б. Юсупова. Въезд в усадьбу открывается Императорской аллеей, ведущей с московской дороги ко дворцу. Она подводит к массивной въездной арке Парадного двора, в проеме которой виден портик Большого дома. Возведенная вскоре после победы России в войне 1812 года арка подобна триумфальной. Она построена в 1817 году по проекту С.П. Мельникова и под руководством В.Я. Стрижакова. Над архивольтами изображены летящие Славы. Чугунные ворота, ажурный рисунок которых восходят к стилю ампир, выполнены в 1896 году по проекту архитектора Н.В.Султанова. Внутренние углы флигелей закрыты полукруглыми стенами с проходными арками в середине. Над дворцом в 1817 году возвели бельведер, украшенный коринфскими колоннами; в период пребывания владельцев в имении на его флагштоке развевался белый флаг с гербом Юсуповых. Очень торжественен двор с клумбой в центре, опоясанный мощными колоннадами. Перед входом гостей встречают прекрасные фонари... и не менее прекрасные пушки. За мощным входным портиком застекленные двери ведут в величественный Вестибюль. Высокие пилястры несут классический карниз, углы зала чуть скруглены, в полуциркульных каминных нишах расположены скульптурные группы «Амур и Психея» и «Кастор и Поллукс». Стены украшает роспись в технике гризайль, имитирующей изысканную лепку. В вестибюле дворца есть макет усадьбы Архангельское. На нём она показана такой, какой выглядела при князе Юсупове. Вестибюль - первый парадный зал. Он открывает первую сквозную анфиладу дворца. Аванзал стилистически связан с Вестибюлем: серебристо-белая окраска, полуколонны, пилястры. Из аванзала лестницы ведут на второй этаж, причем воспринимаются они очень легко: деревянные оштукатуренные столбы на площадках оформлены как ""парковые беседки"". Двусветный Овальный зал - архитектурный и композиционный центр дворца. Мощные колонны искусственного мрамора поддерживают идущие по периметру зала хоры и подымающийся над ним высокий купол с полуциркульными арками. В центре купола находится живописный плафон «Амур и Психея» Н. де Куртейля в его центре одухотворяют строгую архитектонику зала. Летом двери Овального зала распахивались в сад, объединяя пространства дворца и парка. Поражает отделка парадной столовой: здесь роспись занимает всю высоту стен, ее охристо-розовый колорит насыщен, а изобразительные мотивы взяты из декорации египетских дворцов эпохи римского господства. В дворцовый ансамбль органично входят Флигели. В западном, где при Голицыных существовал домашний театр, Н.Б. Юсупов разместил часть картинной галереи и библиотеки. В восточном всегда размещались кухня и служебные помещения. Придворцовые колоннады служили переходами из основного здания во Флигели. Холм, на котором стоит дворец, еще в конце XVIII века был превращен архитектором Джакомо Тромбаро в серию террас, которая спускается вниз к Москве-реке. Верхняя терраса, лежащая перед Большим домом со стороны парка, по своей композиции напоминает Парадный двор, но по отделке ближе дворцовому интерьеру. Мраморные гермы, изображающие античных богов, четкими силуэтами выделяются на фоне темных стволов деревьев. В центре террасы - скульптурная группа «Геркулес и Антей», произведение мастера XVIII века. На балюстраде Верхней террасы расставлены мраморные вазы. Отсюда открывается живописный вид на Большой партер и Нижнюю террасу парка, охватывающую Верхнюю с трех сторон. Лестница, спускающаяся к Нижней террасе, имеет скульптурное оформление в виде женских фигур, львов и собак, приводит к небольшому фонтану «Амур с дельфинами» итальянского мастера Д. Джиромелло. Лестница, ведущая со второй террасы к Большому партеру, по праву может считаться одним из лучших украшений парка в Архангельском. Ее марши расходятся в стороны. Парковая скульптура в Архангельском, выполненная в кон. XVIII - нач. XIX вв., насчитывает около 200 произведений. Многие произведения созданы из мрамора, заказанного Н.Б. Юсуповым в Карраре, в московских мастерских С.П. Кампиони и братьев Трискорни в Санкт-Петербурге. Вдали, за Большим партером видны два здания - это санаторные корпуса министерства обороны. Не устали? Присесть отдохнуть не желаете?:) Теперь можно и продолжить. В 1819 году в западной части регулярного парка по проекту Е.Д. Тюрина был выстроен небольшой, похожий на античный портик храм-памятник Екатерине II. Императрица предстала здесь в облике древнеримской богини правосудия Фемиды. Статуя исполнена по модели скульптора М.И. Козловского. На стене позади фигуры - слова из поэмы великого поэта Возрождения Торквато Тассо «Освобожденный Иерусалим»: «Ты, которой послало небо и даровала судьба желать справедливого и достигнуть желаемого». В середине XIX в, среди боскетов к востоку от Большого партера появился оригинальный Розовый фонтан - маленькая ротонда из колонн розового мрамора с изящными цветочными букетами, нарисованными внутри легкого деревянного купола. В ее центре размещался скульптурный фонтан «Мальчик с гусем». Из пяти мемориальных колонн, хранивших до середины XX в. память о визитах в усадьбу российских государей, сохранились три: в честь императоров Александра I, Николая I и Александра III. В восточной части парка, близ Нижней террасы, находятся два самых поздних в Архангельском памятника. Бронзовая фигура юноши с угасающим факелом - аллегория «Скорбь», единственная в России работа немецкого мастера К.Г.Барта, установленная здесь в 1908 году. Другой памятник - А.С. Пушкину. Потомки князя Юсупова очень чтили поэта, поэтому в 1903 году при Зинаиде Юсуповой в усадьбе ему установили памятник. По воспоминаниям современников, он очень похож на оригинал. С тех пор аллея, на которой стоит бюст Пушкина, называется Пушкинской. Её ансамбль был создан архитектором Н.В.Султановым. Одним из очаровательных уголков Архангельского является расположенный в запасной части парка миниатюрный ансамбль «Каприз», состоявший еще при Н.А. Голицыне из жилого флигеля, примыкающей к нему Библиотеки и «собственного садика». Свое происхождение ансамбль ведет от излюбленных восемнадцатым столетием уголок уединения - «эрмитажей». В 1819 году «Каприз» перестроили по проекту Е.Д. Тюрина: центральная часть здания стала двухэтажной, внутри расположились гостиные, биллиардная, кабинет, две спальни, девичья, кухня. В пристройке к зданию стояли муфельные печи, в которых обжигали изделия из фарфора, декорированные миниатюрными копиями картин из княжеской коллекции. После смерти Н.Б. Юсупова комнаты в «Капризе» стали сдавать на лето внаем. Во время реставрации большого дворца здесь хранилась знаменитая библиотека князя Юсупова. Здание Библиотеки было выстроено в конце XVIII в., предположительно, по проекту итальянского архитектора Ф. Петонди. В 1829 году крылья здания сгорели, а сохранившаяся центральная часть обрела новое название - «Чайный домик»: летом сквозные двери маленького зала открывали, и он превращался в беседку для отдыха. Рядом с ""Капризом"" можно увидеть небольшие туннели, покрытые липой, так называемые берсо, что с французского переводится как «перевёрнутая люлька». Их соорудили при князе Юсупове, чтобы гости могли укрываться от солнца и зноя. Раньше берсо были увиты виноградными лозами, сейчас их покрывает липа. Замысел величественного мемориального сооружения ""Колоннада"" в Архангельском возник в связи с трагическим событием в семье владельцев усадьбы - гибелью на дуэли старшего сына Зинаиды Николаевны и Феликса Феликсовича - Николая Феликсовича Юсупова. Для возведения храма-усыпальницы в честь святителя Николая был приглашен видный русский архитектор Роман Иванович Клейн. Весной 1909 года состоялась закладка фундамента, и уже через три года основная часть строительства была завершена. Над скульптурным декором здания - лепными деталями и барельефами барабана купола - работал ученик и ассистент Клейна Г.Б. Бархин. Для росписи храма в 1913 году был приглашен И.И. Нивинский. Завершающий этап работ по созданию храма-усыпальницы был прерван первой мировой войной и революционными событиями в России. Храм-усыпальница не использовался по прямому назначению. В наши дни в связи с реставрацией дворца здесь хранятся монументальные живописные полотна из юсуповского собрания. На этом все. Немного жаль, что мы гуляли по усадьбе в предверии фестиваля ""Усадьба джаз"", и почти везде собирались сцены, монтировались дорожки, в общем, шли строительные работы, но в целом это не помешало насладиться удивительным ансамблем. Об истории усадьбы наш пост здесь: http://toptigki.livejournal.com/41042.html Использованная литература: http://www.arkhangelskoe.ru/history/01.php http://www.arhangelskoe.su/the_museum/history/"
2,2.0,0.369,"человек, хотеть, мочь, любить, жизнь, знать, нужный, почему, говорить, жить","Три месяца в аду. Меня бросает из стороны в сторону. Я не могу найти себе места. Ни от чего не получаю удовольствия. Я всё время там - в том моменте. И ещё в тысяче моментов, когда можно было всё изменить. Думаю, что можно. Когда можно было заметить, что что-то не так. Когда можно было проявить хоть толику терпения и разума. Всё это было. И всё это осталось теперь только в моей голове. Больше ничего не осталось. Я всё время один. Я всё время пытаюсь с кем-нибудь поделиться, на кого-нибудь вылить эту боль. Всё время ищу слова и мысли. Я ни разу не нашёл. Единственное чётко оформленнное ощущение - сожаление. Всё остальное - груда металлолома. Что-то торчит на поверхности, уходя к сердцевине и сплетаясь с другими, такими же бесполезными, обломками. Чего-то не видно вовсе. Что-то лежит отдельно. И ни одного целого предмета. Ни единой цельной мысли. Всё исковеркано и изуродованно. Друзья пытаются помочь - я это чувствую. Но бесполезно. Сначала я был не готов - не было осознания произошедшего. Потом кто-то оставил в покое, кто-то просто молча был рядом. Но снова бесполезно. Мне не интересно. Внутри я всё равно один. Один на один с ней. Не могу никому объяснить что я чувствую. Калейдоскоп осколков, который крутится во мне - я не могу его передать, не могу выразить. Я хочу плакать, но не могу себе этого позволить - всё равно ничего не изменится и не даст результата. Я хожу по замкнутому кругу. Я надеялся, что это всё лишь привычка и надо лишь пережить первую боль, но это оказалось не так. Я люблю её. И со следующей мыслью - не понимаю за что. Сам не раз произносил в шутку ""Любят не ""за"", а ""вопреки"""". Теперь вот понял вопреки чему. Меня бесит, что она может с этим жить, а я нет. Я готов голову об стену разбить, оттого, что она понимает, что происходит и сохранила видение пути, а я нет. Меня убивает, что для неё всё определено, а для меня наоборот. Для неё всё ясно. Я понимаю эту мотивацию и позицию. Я вижу её недостатки и слабые стороны. Я вижу в чём она неправа и не могу объяснить ей этого. Я считаю, что она неправа во многом при своём подходе к жизни. Я много её критикую, меня много в ней не устраивает. И при всём при этом она осталась той же какой была, а я нет. Она осталась собой. Она осталась цельной. Она приняла решение и ""No sorrow, no remorse"". А я схожу с ума от этого. Злюсь и раздражаюсь. Я теряюсь. Это как находиться в зеркальной комнате. Танец отражений. Я не знаю чему верить и чему нет. Я не верю ей. И не верю, тому, что надумал себе сам. Я не знаю, что сделать, чтобы меня поняли. Я не могу найти выхода своим эмоциям. Я вспоминаю. Вспоминаю и вспоминаю. Я понимаю, что несмотря ни на что - я её люблю. Я ни в чём не нахожу расслабления - лишь на короткие промежутки времени. И чем сильнее отвлекаюсь тем сильнее потом погружаюсь обратно. Я не знаю как себя вести с ней. С одной стороны - если я люблю её - я должен насрать на всё и вести себя так, как ей будет легче. С другой - я не могу. Я то обижен, то зол, то хочу лечь и лежать, пока не сдохну. Иногда я хочу сделать ей больно, лишь потому, что она не показывает, насколько выбита из колеи. Не показывает мне. Если выбита. И, если выбита и не показывает, то почему? Меня жалеет? Бережёт? Или просто гордая? Или же ей наплевать? Я пытался уйти в работу, но работа только сильнее давит. Пытался заняться разными делами - не помогает. Пытался сосредоточиться и создать что-нибудь полезное для всех - не могу. Внимание не держится. Рассеивается. Пытался общаться с новыми для меня людьми и понимал, что не хочу этого. Мне не интересно идти вперёд. Меня назад тянет. Я всё ещё в том моменте. Я всё ещё сделал один шаг с тех пор. За этот шаг, я понял, что было признесено и сделано. Я не могу сделать ещё один. Не знаю как и куда. Хочу назад, но нельзя. Минуты слабости. Я ищу утешения, но мне нужно чтобы это была она. Также, как ей было нужно, чтобы это был я. Я не утешил. Не нашёл сил. Дёшево? Да. Театрально? Да. Но правда нужно. А она считает, что легче будет, если не напоминать мне вовсе. Глупо. Всё это безумно глупо. Два человека, которые любят друг друга. И которые расстаются. Которые находили друг в друге целый мир. И теперь не могут найти друг для друга даже двух искренних слов."
3,3.0,0.3876,"лето, снег, вода, день, цветок, осень, месяц, дождь, ходить, гулять","А у нас по утрам заморозки. И ранним утром вся трава покрывается белым инеем. На календаре 23 мая. Когда мы сажали картошку на майские праздники, у нас стояла непривычная для нас и для этого периода времени жара - +30 градусов. Мы радовались, и нам казалось, что пришло лето. За эти дни нежданного, раннего лета мы успели загореть, и даже немного обгореть. Даже начали задумываться по поводу - а не поехать ли нам на озеро искупаться? Решили поездку отложить до следующих выходных и подождать пока вода в водоемах прогреется.. В это же время, на майские праздники цвела черёмуха. А как всем известно, что когда цветет черемуха - жди похолодания и заморозков. В этом году у нас всё наоборот. Цвела черёмуха - стояла жара. Вторым предвестником заморозков в народе считается цветение сирени. И вот, вслед за отцветающей черемухой, собралась цвести сирень. И она-то не обманула. Зацвела сирень - стало холодно и даже я бы сказала, что морозно. Хорошо, что мы не поддались на летнюю провокацию погоды, и не высадили всю рассаду в грунт. Рассада бы такие заморозки не пережила бы точно. А мы - мы просто одели опять теплые куртки и дома растопили печь, и конечно же поругали погоду за такой обман. Обычно я встаю в 6.00 утра, чтобы собраться на работу к 8.00, а сегодня встала в 5.00, и у меня было много свободного время полюбоваться красотой раннего утра. Очень часто на это просто не остаётся времени. Раннее утро в деревне, а особенно весной, это такая красота - словами не передать. В саду яблони цветут, начинает зацветать сирень - аромат просто волшебный, жаль, что по интернету невозможно поделиться... А соловьи - это же просто непередаваемо. Как только на землю опускаются сумерки и все вокруг смолкает, в ночной тишине раздаются красивые мелодичные трели. Это поют соловьи. Пение соловьёв завораживает, и, слушая их трели, мы забываем все свои неприятности. Соловьи радуют нас своим пением, заставляют остановится и задуматься о чем-то важном, для каждого это своё, личное. Такие мгновения бесценны. И если передать по интернету все ароматы весеннего сада невозможно, то частично поделится красотой тишины раннего утра в деревне и пения соловьев вполне реально. Видео записано сегодня и на нем как раз можно увидеть белую траву и услышать красоту пения соловьев ранним утром в деревне. Ставьте лайк и подписывайтесь на канал! Это мотивирует улучшать качество статей и писать больше!"
4,4.0,0.3766,"очень, день, море, место, туда, местный, пляж, путешествие, остров, похожий","чень многие теперь предпочитают проводит отпуск в Юго-Восточной Азии - на Гоа. На земле юго- восточного азиатского региона расположено много образцов наследия древности. На Гоа вы увидите действующие вулканы и редких животных. А как неповторимы буддийские памятники! Недавно на Тибете побывала дочь Виктора Резникова - Анна. Живет на Гоа актриса Амалия Мордвинова с детьми. Вообще, с детьми советуют выбирать южный Гоа. Здесь обширная пальмовая роща и теннисный корт, бассейны и мини- клубы предлагаются услугам многочисленных туристов. Прибрежная полоса в южном Гоа настолько широка, что можно покататься и на велосипеде. А на пляже всегда трудятся спасатели. Вход в море пологий и очень удобный. Главный курорт Индии Гоа называют главным индийским курортом, и он совсем не похож на остальную территорию страны. Главными достоинствами южной части Гоа называют высочайший сервис, тишину, золотистый песок пляжей. Гоа - место для тех, кто мечтает побыть наедине с любимым или с самим собой. Здесь можно отлично медитировать. Почему же туристы едут сюда за прекрасным отдыхом? Причин несколько: население говорит и понимает английский язык;высокий сезон приходится на российскую зиму, можно поехать, например, на Новый год или Рождество;климат благоприятный и теплый, но нет изнуряющей жары, как в Таиланде или Вьетнаме;чистые и широкие пляжи - здесь не будет тесно даже в пик сезона;спокойная и размеренная обстановка, что идеально для романтиков, семей с детьми;безграничные возможности для шоппинга;безопасность, так как уровень преступности невысокий. Кроме того, Гоа - это настоящий рай на земле, невероятная природа, низкие цены и радушное отношение к гостям вне зависимости от их национальности. Экскурсии на Гоа Можно побывать на экскурсии по старому Гоа. Здесь можно посетить несколько индийских храмов, построенных в честь индийских божеств. Туристы предпочитают посетить кафедральный собор Святой Катерины, особенно примечателен в нем Золотой колокол. Архитектурно-историческим наследием является и церковь Франциска Ассизского. Кстати, базилика Иисуса до сих пор является местом паломничества католиков со всего мира. Тут находятся мощи святого Франциска Ксавьера. А еще можно покататься на лодочке по речке Мандови. Экскурсия раскроет тайны культуры Индии посредством танцев. На небольшой полянке туристы могут понаблюдать за фееричным танцевальным шоу. Еще бы, ведь Индия- родина Болливуда. Кто не смотрел в детстве зажигательное индийское кино! Вы узнаете о классических индийских танцах. Любопытно, что танцы чередуются с игровыми элементами. Туристам обязательно понравится осмотр таких достопримечательностей Гоа, как: водопад Дудхсагар;форт Агуада;заповедник Бандла;плантация Специй;Реди-Форт;форт Чапора;ночной рынок Арпоры. В Индии очень популярна Аюрведа, точечный массаж. Вообще, юго-восточная Азия знаменита уникальными спа-процедурами. Хотя Индия считает туризм совершенно новой отраслью. Кстати, в Индии питаться на улицах не советуют. Это следует взять на заметку. На Гоа царит атмосфера гармонии и умиротворения. В Азии всегда встречают и провожают с улыбкой! Что привезти с отдыха на Гоа? Вернуться с пустыми руками, побывав на Гоа, вряд ли получиться, ведь шоппинг на этом популярном индийском курорте хорошо развит. Туристы чаще всего покупают: чай - цена около 5-10$ за кг, напитки представлены на любой вкус;специи - покупать лучше на плантации Специй, цена за 500 г. от 1$;зубная паста - необычная, но востребованная покупка, стоит от 1$ за упаковку 200 г.;палантины из натуральных тканей - до 10$ за одну вещь;одежда известных брендов - продается в ТЦ Панаджи, цены в 3 раза ниже, чем в России. Также на Гоа можно купить фирменные сладости, орехи, фрукты, косметику и аюрведические препараты. Приобретать их лучше в проверенных магазинах и в заводской упаковке. Погода на Гоа по месяцам Комфортная погода на Гоа стабильно держится в высокий сезон - период с октября по май. Днем термометр редко показывает меньше 33 градусов тепла, ночью - держится на отметке +23-25. В воде тоже тепло - около 27-29 градусов. С июня по сентябрь на Гоа - сезон дождей, поэтому поток туристов заметно снижается. Волшебный отдых на Гоа - это наслаждение у берегов океана, спокойное времяпрепровождение на чистейших пляжах, многочисленные экскурсии и прогулки по местным рынкам. Здесь царит особая атмосфера, привлекающая путешественников, поэтому, однажды побывав на Гоа, захочется повторить это увлекательное приключение снова и снова."
